from_city_name,from_airport_code,to_city_name,to_airport_code,distance_km,flight_duration_minutes,total_journey_time_mins
Frankfurt,FRA,Gothenburg,GOT,882,95,260.49
Frankfurt,FRA,Leipzig/Halle,LEJ,299,55,211.38
Frankfurt,FRA,Prague,PRG,407,60,212.36
Frankfurt,FRA,Stuttgart,STR,157,40,190.06
Frankfurt,FRA,Budapest,BUD,837,95,256.21
Frankfurt,FRA,Helsinki,HEL,1539,145,305.17
Frankfurt,FRA,Zagreb,ZAG,736,80,232.03
Frankfurt,FRA,Krakow,KRK,802,95,246.05
Frankfurt,FRA,Bremen,BRE,334,55,194.91
Frankfurt,FRA,Nuremberg,NUE,190,40,182.23
Frankfurt,FRA,Hanover,HAJ,279,50,201.11
Frankfurt,FRA,Bucharest,OTP,1452,140,298.86
Frankfurt,FRA,Sofia,SOF,1400,135,281.04
Frankfurt,FRA,Dresden,DRS,386,60,208.21
Frankfurt,FRA,Lyon,LYS,547,75,239.22
Frankfurt,FRA,Malaga,AGP,1818,180,327.39
Frankfurt,FRA,Toulouse,TLS,899,105,249.95
Frankfurt,FRA,Tallinn,TLL,1468,140,281.2
Frankfurt,FRA,Ljubljana,LJU,609,70,236.05
Frankfurt,FRA,Malta,MLA,1648,155,298.93
Frankfurt,FRA,Poznan,POZ,633,75,221.22
Frankfurt,FRA,Riga,RIX,1272,125,272.87
Frankfurt,FRA,Naples,NAP,1111,120,265.77
Frankfurt,FRA,Marseille,MRS,777,95,260.67
Frankfurt,FRA,Vilnius,VNO,1243,125,267.87
Frankfurt,FRA,Valencia,VLC,1372,145,293.53
Frankfurt,FRA,Turin,TRN,544,80,234.64
Frankfurt,FRA,Bordeaux,BOD,907,105,255.04
Frankfurt,FRA,Larnaca,LCA,2638,225,420.78
Frankfurt,FRA,Las Palmas,LPA,3186,280,448.62
Frankfurt,FRA,Sevilla,SVQ,1817,175,323.66
Frankfurt,FRA,Palermo,PMO,1366,135,305.26
Frankfurt,FRA,Genoa,GOA,626,75,220.3
Genoa,GOA,Rome,FCO,401,65,228.04
Genoa,GOA,Amsterdam,AMS,928,115,261.79
Genoa,GOA,Munich,MUC,492,75,247.95
Genoa,GOA,Palermo,PMO,777,90,254.54
Genoa,GOA,Naples,NAP,593,85,225.05
Genoa,GOA,Barcelona,BCN,652,90,238.15
Genoa,GOA,Brussels,CRL,749,100,295.3
Genoa,GOA,Paris,ORY,690,100,251.23
Genoa,GOA,Bucharest,OTP,1367,135,288.14
Genoa,GOA,Copenhagen,CPH,1276,125,265.62
Genoa,GOA,Luxembourg,LUX,613,100,238.78
Genoa,GOA,Frankfurt,FRA,626,85,230.3
Genoa,GOA,Dusseldorf,DUS,778,100,237.53
Gothenburg,GOT,Stockholm,ARN,394,60,264.68
Gothenburg,GOT,Amsterdam,AMS,765,95,261.98
Gothenburg,GOT,Frankfurt,FRA,882,105,270.49
Gothenburg,GOT,Helsinki,HEL,784,115,289.63
Gothenburg,GOT,Stockholm,BMA,379,65,226.28
Gothenburg,GOT,Copenhagen,CPH,227,45,205.8
Gothenburg,GOT,Munich,MUC,1037,110,303.14
Gothenburg,GOT,Paris,CDG,1159,140,323.9
Gothenburg,GOT,Malaga,AGP,2641,230,391.85
Gothenburg,GOT,Brussels,BRU,907,105,271.14
Gothenburg,GOT,Dusseldorf,DUS,795,90,247.71
Gothenburg,GOT,Warsaw,WAW,825,95,255.56
Gothenburg,GOT,Vienna,VIE,1100,110,285.86
Gothenburg,GOT,Rome,FCO,1765,170,353.22
Gothenburg,GOT,Krakow,KRK,977,105,270.51
Gothenburg,GOT,Riga,RIX,708,80,242.33
Gothenburg,GOT,Berlin,BER,595,75,252.43
Gothenburg,GOT,Barcelona,BCN,1959,180,348.33
Gothenburg,GOT,Milan,BGY,1347,140,357.97
Gothenburg,GOT,Budapest,BUD,1231,125,300.67
Gothenburg,GOT,Prague,PRG,851,95,261.82
Gothenburg,GOT,Zagreb,ZAG,1352,135,301.49
Gothenburg,GOT,Hamburg,HAM,471,65,228.54
Gothenburg,GOT,Lyon,LYS,1417,215,393.68
Gothenburg,GOT,Brussels,CRL,951,110,325.49
Gothenburg,GOT,Las Palmas,LPA,3946,335,518.08
Gothenburg,GOT,Athens,ATH,2353,205,384.78
Hanover,HAJ,Munich,MUC,480,70,248.76
Hanover,HAJ,Frankfurt,FRA,279,55,206.11
Hanover,HAJ,Amsterdam,AMS,336,65,217.6
Hanover,HAJ,Vienna,VIE,686,85,246.49
Hanover,HAJ,Paris,CDG,632,95,264.53
Hanover,HAJ,Copenhagen,CPH,402,75,221.43
Hanover,HAJ,Las Palmas,LPA,3424,300,468.71
Hanover,HAJ,Rome,FCO,1201,125,293.84
Hanover,HAJ,Milan,BGY,755,95,298.6
Hanover,HAJ,Malaga,AGP,2076,200,347.48
Hanover,HAJ,Barcelona,BCN,1367,145,298.95
Hanover,HAJ,Naples,NAP,1333,140,285.86
Hanover,HAJ,Athens,ATH,1956,175,340.41
Hanover,HAJ,Larnaca,LCA,2720,230,425.87
Hanover,HAJ,Toulouse,TLS,1159,130,275.03
Hanover,HAJ,Stockholm,ARN,949,110,300.31
Hamburg,HAM,Munich,MUC,600,75,251.73
Hamburg,HAM,Frankfurt,FRA,410,70,219.08
Hamburg,HAM,Vienna,VIE,766,90,249.46
Hamburg,HAM,Stuttgart,STR,552,75,223.12
Hamburg,HAM,Paris,CDG,730,95,262.5
Hamburg,HAM,Amsterdam,AMS,381,70,220.57
Hamburg,HAM,Copenhagen,CPH,280,60,204.4
Hamburg,HAM,Barcelona,BCN,1493,155,306.93
Hamburg,HAM,Helsinki,HEL,1170,110,268.23
Hamburg,HAM,Warsaw,WAW,754,90,234.16
Hamburg,HAM,Brussels,BRU,484,70,219.74
Hamburg,HAM,Lisbon,LIS,2201,225,366.56
Hamburg,HAM,Dusseldorf,DUS,342,55,196.31
Hamburg,HAM,Madrid,MAD,1781,180,335.02
Hamburg,HAM,Dublin,DUB,1075,125,271.57
Hamburg,HAM,Stockholm,ARN,826,90,278.28
Hamburg,HAM,Malaga,AGP,2192,200,345.45
Hamburg,HAM,Cologne,CGN,364,60,213.85
Hamburg,HAM,Rome,FCO,1326,135,301.82
Hamburg,HAM,Luxembourg,LUX,516,80,222.56
Hamburg,HAM,Milan,MXP,895,105,300.45
Hamburg,HAM,Athens,ATH,2045,180,343.38
Hamburg,HAM,Milan,LIN,910,105,249.05
Hamburg,HAM,Riga,RIX,958,100,245.93
Hamburg,HAM,Milan,BGY,886,110,311.57
Hamburg,HAM,Budapest,BUD,950,100,259.27
Hamburg,HAM,Las Palmas,LPA,3529,310,476.68
Hamburg,HAM,Valencia,VLC,1760,165,311.59
Hamburg,HAM,Naples,NAP,1452,145,288.83
Hamburg,HAM,Bucharest,OTP,1540,155,311.92
Hamburg,HAM,Lyon,LYS,948,110,272.28
Hamburg,HAM,Bordeaux,BOD,1248,135,283.1
Hamburg,HAM,Gothenburg,GOT,471,65,228.54
Hamburg,HAM,Vilnius,VNO,1002,110,250.93
Hamburg,HAM,Larnaca,LCA,2784,240,433.84
Hamburg,HAM,Sofia,SOF,1567,155,299.1
Hamburg,HAM,Malta,MLA,2006,180,321.99
Hamburg,HAM,Nuremberg,NUE,466,65,205.29
Hamburg,HAM,Tallinn,TLL,1111,110,249.26
Helsinki,HEL,Stockholm,ARN,399,65,264.37
Helsinki,HEL,Tallinn,TLL,100,30,180.34
Helsinki,HEL,Copenhagen,CPH,894,100,255.49
Helsinki,HEL,Riga,RIX,382,70,227.02
Helsinki,HEL,Paris,CDG,1900,185,363.59
Helsinki,HEL,Amsterdam,AMS,1525,155,316.66
Helsinki,HEL,Munich,MUC,1577,155,342.82
Helsinki,HEL,Frankfurt,FRA,1539,160,320.17
Helsinki,HEL,Berlin,BER,1130,120,292.12
Helsinki,HEL,Gothenburg,GOT,784,120,294.63
Helsinki,HEL,Vilnius,VNO,632,100,252.02
Helsinki,HEL,Warsaw,WAW,939,100,255.25
Helsinki,HEL,Malaga,AGP,3356,285,441.54
Helsinki,HEL,Hamburg,HAM,1170,120,278.23
Helsinki,HEL,Krakow,KRK,1185,120,280.2
Helsinki,HEL,Dusseldorf,DUS,1512,150,302.4
Helsinki,HEL,Prague,PRG,1321,135,296.51
Helsinki,HEL,Brussels,BRU,1651,160,320.82
Helsinki,HEL,Vienna,VIE,1461,150,320.55
Helsinki,HEL,Milan,MXP,1954,185,391.54
Helsinki,HEL,Budapest,BUD,1481,145,315.36
Helsinki,HEL,Rome,FCO,2236,210,387.91
Helsinki,HEL,Barcelona,BCN,2631,235,398.02
Helsinki,HEL,Stockholm,BMA,407,75,230.96
Helsinki,HEL,Dublin,DUB,2028,200,357.66
Helsinki,HEL,Lisbon,LIS,3370,295,447.65
Helsinki,HEL,Madrid,MAD,2950,265,431.11
Helsinki,HEL,Milan,BGY,1915,190,402.66
Helsinki,HEL,Larnaca,LCA,2897,265,469.93
Helsinki,HEL,Athens,ATH,2490,220,394.47
Helsinki,HEL,Ljubljana,LJU,1712,155,330.2
Helsinki,HEL,Milan,LIN,1950,185,340.14
Helsinki,HEL,Naples,NAP,2283,210,364.92
Helsinki,HEL,Brussels,CRL,1688,180,390.17
Helsinki,HEL,Sofia,SOF,1964,170,325.19
Helsinki,HEL,Paris,BVA,1883,195,443.59
Helsinki,HEL,Las Palmas,LPA,4699,390,567.77
Krakow,KRK,Warsaw,WAW,247,50,196.12
Krakow,KRK,Frankfurt,FRA,802,100,251.05
Krakow,KRK,Amsterdam,AMS,1077,120,272.54
Krakow,KRK,Munich,MUC,613,80,258.7
Krakow,KRK,Vienna,VIE,320,65,226.43
Krakow,KRK,Helsinki,HEL,1185,110,270.2
Krakow,KRK,Paris,CDG,1249,140,309.47
Krakow,KRK,Milan,BGY,899,105,308.54
Krakow,KRK,Barcelona,BCN,1682,165,318.89
Krakow,KRK,Copenhagen,CPH,782,90,236.37
Krakow,KRK,Stockholm,ARN,1072,119,309.25
Krakow,KRK,Eindhoven,EIN,1025,115,286.06
Krakow,KRK,Paris,BVA,1272,135,374.47
Krakow,KRK,Dublin,DUB,1825,180,328.53
Krakow,KRK,Rome,CIA,1075,120,276.22
Krakow,KRK,Brussels,CRL,1092,120,321.05
Krakow,KRK,Berlin,BER,507,70,233.0
Krakow,KRK,Athens,ATH,1388,135,300.34
Krakow,KRK,Dusseldorf,DUS,929,105,248.27
Krakow,KRK,Milan,MXP,964,115,312.42
Krakow,KRK,Rome,FCO,1089,130,298.78
Krakow,KRK,Malaga,AGP,2448,230,377.41
Krakow,KRK,Gothenburg,GOT,977,110,275.51
Krakow,KRK,Malta,MLA,1637,158,301.95
Krakow,KRK,Valencia,VLC,1978,190,338.55
Krakow,KRK,Riga,RIX,810,95,242.9
Krakow,KRK,Brussels,BRU,1088,115,266.7
Krakow,KRK,Madrid,MAD,2106,213,369.99
Krakow,KRK,Marseille,MRS,1331,145,310.69
Krakow,KRK,Larnaca,LCA,2028,190,385.81
Krakow,KRK,Palermo,PMO,1423,140,310.28
Krakow,KRK,Dortmund,DTM,872,110,260.88
Krakow,KRK,Prague,PRG,395,70,222.39
Krakow,KRK,Stuttgart,STR,784,100,250.09
Krakow,KRK,Luxembourg,LUX,976,135,279.53
Krakow,KRK,Vilnius,VNO,630,80,222.9
Krakow,KRK,Toulouse,TLS,1571,165,309.97
Krakow,KRK,Turin,TRN,1060,120,274.66
Krakow,KRK,Lisbon,LIS,2600,250,393.52
Krakow,KRK,Lyon,LYS,1199,135,299.24
Krakow,KRK,Naples,NAP,1107,120,265.79
Krakow,KRK,Sevilla,SVQ,2481,230,378.69
Krakow,KRK,Las Palmas,LPA,3855,335,503.65
Larnaca,LCA,Athens,ATH,930,105,315.08
Larnaca,LCA,Vienna,VIE,2038,200,406.16
Larnaca,LCA,Frankfurt,FRA,2638,250,445.78
Larnaca,LCA,Prague,PRG,2308,225,422.12
Larnaca,LCA,Budapest,BUD,1836,190,395.97
Larnaca,LCA,Munich,MUC,2340,225,448.43
Larnaca,LCA,Malta,MLA,1737,165,353.69
Larnaca,LCA,Warsaw,WAW,2169,215,405.86
Larnaca,LCA,Milan,MXP,2417,235,477.15
Larnaca,LCA,Bucharest,OTP,1254,150,353.62
Larnaca,LCA,Sofia,SOF,1238,145,335.8
Larnaca,LCA,Helsinki,HEL,2897,285,489.93
Larnaca,LCA,Bratislava,BTS,2005,200,392.53
Larnaca,LCA,Paris,CDG,2983,280,494.2
Larnaca,LCA,Rome,FCO,2012,200,413.52
Larnaca,LCA,Amsterdam,AMS,2994,280,477.27
Larnaca,LCA,Dusseldorf,DUS,2818,265,453.0
Larnaca,LCA,Berlin,BER,2514,245,452.73
Larnaca,LCA,Paris,BVA,3032,300,584.2
Larnaca,LCA,Krakow,KRK,2028,205,400.81
Larnaca,LCA,Stockholm,ARN,2981,275,509.98
Larnaca,LCA,Barcelona,BCN,2839,270,468.63
Larnaca,LCA,Brussels,BRU,2939,285,481.43
Larnaca,LCA,Cologne,CGN,2774,260,460.55
Larnaca,LCA,Copenhagen,CPH,2809,250,441.1
Larnaca,LCA,Hanover,HAJ,2720,250,445.87
Larnaca,LCA,Paris,ORY,2987,275,476.71
Larnaca,LCA,Riga,RIX,2556,255,447.63
Larnaca,LCA,Stuttgart,STR,2525,240,434.82
Larnaca,LCA,Vilnius,VNO,2290,250,437.63
Larnaca,LCA,Hamburg,HAM,2784,255,448.84
Larnaca,LCA,Warsaw,RDO,2087,220,542.06
Leipzig/Halle,LEJ,Frankfurt,FRA,299,60,216.38
Leipzig/Halle,LEJ,Vienna,VIE,482,95,261.76
Leipzig/Halle,LEJ,Munich,MUC,342,60,244.03
Leipzig/Halle,LEJ,Dusseldorf,DUS,380,60,208.6
Leipzig/Halle,LEJ,Bucharest,OTP,1280,135,299.22
Leipzig/Halle,LEJ,Las Palmas,LPA,3481,310,483.98
Milan,LIN,Rome,FCO,472,70,233.72
Milan,LIN,Paris,CDG,642,95,259.41
Milan,LIN,Frankfurt,FRA,512,80,225.99
Milan,LIN,Amsterdam,AMS,830,115,262.48
Milan,LIN,Palermo,PMO,867,95,260.22
Milan,LIN,Naples,NAP,651,80,220.73
Milan,LIN,Brussels,BRU,701,95,241.64
Milan,LIN,Paris,ORY,638,90,241.91
Milan,LIN,Madrid,MAD,1182,143,294.93
Milan,LIN,Berlin,BER,827,100,257.94
Milan,LIN,Munich,MUC,374,70,243.64
Milan,LIN,Dusseldorf,DUS,673,90,228.21
Milan,LIN,Stuttgart,STR,359,65,210.03
Milan,LIN,Malta,MLA,1154,120,258.89
Milan,LIN,Stockholm,ARN,1681,160,345.19
Milan,LIN,Dublin,DUB,1427,150,293.47
Milan,LIN,Hamburg,HAM,910,105,249.05
Milan,LIN,Helsinki,HEL,1950,180,335.14
Milan,LIN,Barcelona,BCN,743,105,253.83
Milan,LIN,Luxembourg,LUX,517,75,214.47
Lisbon,LIS,Madrid,MAD,514,80,229.44
Lisbon,LIS,Paris,ORY,1439,145,294.42
Lisbon,LIS,Barcelona,BCN,995,110,256.34
Lisbon,LIS,Amsterdam,AMS,1848,180,324.99
Lisbon,LIS,Milan,MXP,1653,160,349.87
Lisbon,LIS,Frankfurt,FRA,1877,185,328.5
Lisbon,LIS,Rome,FCO,1843,175,336.23
Lisbon,LIS,Brussels,BRU,1718,165,309.15
Lisbon,LIS,Paris,CDG,1471,155,316.91
Lisbon,LIS,Dublin,DUB,1644,170,310.98
Lisbon,LIS,Munich,MUC,1987,185,356.15
Lisbon,LIS,Lyon,LYS,1400,140,296.69
Lisbon,LIS,Sevilla,SVQ,320,65,206.14
Lisbon,LIS,Luxembourg,LUX,1714,165,301.98
Lisbon,LIS,Marseille,MRS,1310,135,293.14
Lisbon,LIS,Malaga,AGP,470,75,214.86
Lisbon,LIS,Dusseldorf,DUS,1863,175,310.72
Lisbon,LIS,Berlin,BER,2307,205,360.44
Lisbon,LIS,Toulouse,TLS,1031,110,247.42
Lisbon,LIS,Valencia,VLC,752,90,231.0
Lisbon,LIS,Copenhagen,CPH,2475,220,358.81
Lisbon,LIS,Hamburg,HAM,2201,200,341.56
Lisbon,LIS,Vienna,VIE,2309,205,358.87
Lisbon,LIS,Athens,ATH,2876,235,392.79
Lisbon,LIS,Milan,BGY,1727,165,360.98
Lisbon,LIS,Brussels,CRL,1682,160,353.5
Lisbon,LIS,Prague,PRG,2233,200,344.83
Lisbon,LIS,Bordeaux,BOD,970,110,252.51
Lisbon,LIS,Eindhoven,EIN,1807,175,338.5
Lisbon,LIS,Naples,NAP,2012,185,323.24
Lisbon,LIS,Stockholm,ARN,3003,255,437.7
Lisbon,LIS,Budapest,BUD,2485,215,368.68
Lisbon,LIS,Paris,BVA,1486,150,381.92
Lisbon,LIS,Cologne,CGN,1852,175,323.26
Lisbon,LIS,Warsaw,WAW,2754,240,378.57
Lisbon,LIS,Helsinki,HEL,3370,275,427.65
Lisbon,LIS,Rotterdam,RTM,1803,165,299.77
Lisbon,LIS,Stuttgart,STR,1834,175,317.53
Lisbon,LIS,Las Palmas,LPA,1334,140,301.09
Lisbon,LIS,Sofia,SOF,2765,235,373.52
Lisbon,LIS,Malta,MLA,2113,185,321.4
Lisbon,LIS,Bucharest,OTP,2977,255,406.33
Lisbon,LIS,Riga,RIX,3143,260,400.34
Lisbon,LIS,Poznan,POZ,2507,220,358.69
Lisbon,LIS,Vilnius,VNO,3119,270,405.34
Lisbon,LIS,Krakow,KRK,2600,230,373.52
Ljubljana,LJU,Frankfurt,FRA,609,85,251.05
Ljubljana,LJU,Munich,MUC,310,55,248.7
Ljubljana,LJU,Warsaw,WAW,812,95,256.12
Ljubljana,LJU,Brussels,BRU,899,105,271.7
Ljubljana,LJU,Paris,CDG,944,120,304.47
Ljubljana,LJU,Amsterdam,AMS,975,125,292.54
Ljubljana,LJU,Helsinki,HEL,1712,160,335.2
Ljubljana,LJU,Paris,ORY,951,120,291.97
Ljubljana,LJU,Copenhagen,CPH,1053,115,276.37
Ljubljana,LJU,Athens,ATH,1208,115,295.34
Ljubljana,LJU,Luxembourg,LUX,722,115,274.53
Ljubljana,LJU,Riga,RIX,1357,135,297.89
Ljubljana,LJU,Madrid,MAD,1589,155,326.99
Las Palmas,LPA,Madrid,MAD,1764,165,339.56
Las Palmas,LPA,Barcelona,BCN,2174,195,366.46
Las Palmas,LPA,Malaga,AGP,1409,140,304.99
Las Palmas,LPA,Amsterdam,AMS,3181,280,450.11
Las Palmas,LPA,Sevilla,SVQ,1376,135,301.26
Las Palmas,LPA,Dusseldorf,DUS,3188,275,435.84
Las Palmas,LPA,Frankfurt,FRA,3186,280,448.62
Las Palmas,LPA,Dublin,DUB,2929,255,421.11
Las Palmas,LPA,Brussels,BRU,3049,285,454.27
Las Palmas,LPA,Munich,MUC,3255,275,471.27
Las Palmas,LPA,Paris,CDG,2799,255,442.04
Las Palmas,LPA,Cologne,CGN,3174,270,443.39
Las Palmas,LPA,Hanover,HAJ,3424,285,453.71
Las Palmas,LPA,Valencia,VLC,1880,175,341.12
Las Palmas,LPA,Stuttgart,STR,3123,270,437.66
Las Palmas,LPA,Eindhoven,EIN,3137,280,468.63
Las Palmas,LPA,Hamburg,HAM,3529,300,466.68
Las Palmas,LPA,Lisbon,LIS,1334,135,296.09
Las Palmas,LPA,Milan,MXP,2891,255,469.99
Las Palmas,LPA,Rotterdam,RTM,3136,280,439.9
Las Palmas,LPA,Vienna,VIE,3546,295,474.0
Las Palmas,LPA,Berlin,BER,3615,300,480.57
Las Palmas,LPA,Copenhagen,CPH,3805,320,483.94
Las Palmas,LPA,Stockholm,ARN,4336,355,562.82
Las Palmas,LPA,Milan,BGY,2957,250,471.11
Las Palmas,LPA,Rome,FCO,2938,250,436.36
Las Palmas,LPA,Leipzig/Halle,LEJ,3481,290,463.98
Las Palmas,LPA,Luxembourg,LUX,3030,255,417.1
Las Palmas,LPA,Zaragoza,ZAZ,2007,185,353.75
Las Palmas,LPA,Paris,ORY,2766,255,429.54
Las Palmas,LPA,Prague,PRG,3513,285,454.96
Las Palmas,LPA,Riga,RIX,4458,355,520.47
Las Palmas,LPA,Budapest,BUD,3696,305,483.81
Las Palmas,LPA,Brussels,CRL,3010,260,478.62
Las Palmas,LPA,Gothenburg,GOT,3946,330,513.08
Las Palmas,LPA,Helsinki,HEL,4699,375,552.77
Las Palmas,LPA,Krakow,KRK,3855,320,488.65
Las Palmas,LPA,Lyon,LYS,2673,240,421.82
Las Palmas,LPA,Nuremberg,NUE,3286,290,449.83
Las Palmas,LPA,Antwerp,ANR,3072,295,455.22
Las Palmas,LPA,Toulouse,TLS,2299,215,377.54
Las Palmas,LPA,Naples,NAP,3062,265,428.37
Las Palmas,LPA,Tallinn,TLL,4639,360,518.79
Las Palmas,LPA,Vilnius,VNO,4413,345,505.47
Las Palmas,LPA,Athens,ATH,3810,305,487.92
Luxembourg,LUX,Frankfurt,FRA,176,50,194.51
Luxembourg,LUX,Munich,MUC,432,65,237.16
Luxembourg,LUX,Amsterdam,AMS,314,70,215.99
Luxembourg,LUX,Lisbon,LIS,1714,175,311.98
Luxembourg,LUX,Paris,CDG,273,60,222.92
Luxembourg,LUX,Milan,MXP,483,75,265.87
Luxembourg,LUX,Vienna,VIE,777,110,264.88
Luxembourg,LUX,Berlin,BER,595,90,246.45
Luxembourg,LUX,Barcelona,BCN,980,115,262.35
Luxembourg,LUX,Rome,FCO,989,110,272.24
Luxembourg,LUX,Madrid,MAD,1272,150,300.44
Luxembourg,LUX,Copenhagen,CPH,796,110,249.82
Luxembourg,LUX,Dublin,DUB,960,120,261.99
Luxembourg,LUX,Warsaw,WAW,1074,110,249.58
Luxembourg,LUX,Hamburg,HAM,516,80,222.56
Luxembourg,LUX,Malaga,AGP,1678,165,305.87
Luxembourg,LUX,Milan,BGY,512,75,271.99
Luxembourg,LUX,Budapest,BUD,993,130,284.69
Luxembourg,LUX,Malta,MLA,1672,155,292.41
Luxembourg,LUX,Prague,PRG,581,85,230.84
Luxembourg,LUX,Bucharest,OTP,1603,140,292.34
Luxembourg,LUX,Stockholm,ARN,1343,165,348.7
Luxembourg,LUX,Athens,ATH,1921,170,328.8
Luxembourg,LUX,Marseille,MRS,692,95,254.15
Luxembourg,LUX,Toulouse,TLS,762,100,238.43
Luxembourg,LUX,Bordeaux,BOD,746,115,258.52
Luxembourg,LUX,Sevilla,SVQ,1668,165,307.14
Luxembourg,LUX,Milan,LIN,517,75,214.47
Luxembourg,LUX,Las Palmas,LPA,3030,270,432.1
Luxembourg,LUX,Naples,NAP,1159,130,269.25
Luxembourg,LUX,Palermo,PMO,1385,130,293.74
Luxembourg,LUX,Ljubljana,LJU,722,110,269.53
Luxembourg,LUX,Krakow,KRK,976,135,279.53
Luxembourg,LUX,Valencia,VLC,1244,165,307.01
Luxembourg,LUX,Genoa,GOA,613,100,238.78
Luxembourg,LUX,Rotterdam,RTM,286,65,200.78
Lyon,LYS,Paris,CDG,411,70,252.64
Lyon,LYS,Bordeaux,BOD,464,70,233.23
Lyon,LYS,Lisbon,LIS,1400,155,311.69
Lyon,LYS,Amsterdam,AMS,732,100,265.71
Lyon,LYS,Toulouse,TLS,374,65,223.14
Lyon,LYS,Frankfurt,FRA,547,90,254.22
Lyon,LYS,Madrid,MAD,911,115,285.16
Lyon,LYS,Munich,MUC,587,80,271.87
Lyon,LYS,Rome,FCO,723,90,271.95
Lyon,LYS,Barcelona,BCN,547,80,247.06
Lyon,LYS,Marseille,MRS,253,55,233.86
Lyon,LYS,Brussels,BRU,577,85,249.87
Lyon,LYS,Athens,ATH,1783,165,343.51
Lyon,LYS,Milan,MXP,283,60,270.59
Lyon,LYS,Dublin,DUB,1182,140,301.7
Lyon,LYS,Vienna,VIE,913,100,274.59
Lyon,LYS,Naples,NAP,919,110,268.96
Lyon,LYS,Malaga,AGP,1284,140,300.58
Lyon,LYS,Dusseldorf,DUS,630,85,241.44
Lyon,LYS,Palermo,PMO,1067,110,293.45
Lyon,LYS,Prague,PRG,841,105,270.56
Lyon,LYS,Malta,MLA,1351,130,287.12
Lyon,LYS,Valencia,VLC,828,105,266.72
Lyon,LYS,Hamburg,HAM,948,115,277.28
Lyon,LYS,Budapest,BUD,1101,115,289.4
Lyon,LYS,Copenhagen,CPH,1223,135,294.54
Lyon,LYS,Gothenburg,GOT,1417,205,383.68
Lyon,LYS,Krakow,KRK,1199,130,294.24
Lyon,LYS,Bucharest,OTP,1651,160,332.05
Lyon,LYS,Sevilla,SVQ,1296,140,301.86
Lyon,LYS,Berlin,BER,960,115,291.17
Lyon,LYS,Stockholm,ARN,1769,165,368.42
Lyon,LYS,Las Palmas,LPA,2673,240,421.82
Lyon,LYS,Warsaw,WAW,1362,145,304.29
Madrid,MAD,Lisbon,LIS,514,80,229.44
Madrid,MAD,Barcelona,BCN,483,75,234.81
Madrid,MAD,Las Palmas,LPA,1764,175,349.56
Madrid,MAD,Rome,FCO,1333,145,319.7
Madrid,MAD,Paris,ORY,1028,120,282.89
Madrid,MAD,Paris,CDG,1062,125,300.38
Madrid,MAD,Amsterdam,AMS,1459,155,313.45
